Forma,Lemma Corretto
κατήχθη,['κατάγω']
κατήχθησαν,['κατάγω']
κατίδωμεν,['καθοράω']
κατίδωσιν,['καθοράω']
κατίζοντες,['κατίζω']
κατίσχυε,['κατισχύω']
καταβάλλω,['καταβάλλω']
καταβάλωμεν,['καταβάλλω']
καταβάντι,['καταβαίνω']
καταβάσιας,['κατάβασις']
καταβαίνουσα,['καταβαίνω']
καταβαλομένου,['καταβάλλω']
καταβεβρωκέναι,['καταβιβρώσκω']
καταβιβάζω,['καταβιβάζω']
καταβοᾶν,['καταβοάω']
καταβρωθέντες,['καταβιβρώσκω']
καταβὰς,['καταβαίνω']
καταγήοχεν,['κατάγω']
καταγίζουσι,['καταγίζω']
καταγαγεῖν,['κατάγω']
καταγαγοῦσαν,['κατάγω']
καταγαγὼν,['κατάγω']
καταγελάστους,['καταγέλαστος']
καταγελάστως,['καταγέλαστος']
καταγελώμενον,['καταγελάω']
καταγιγνώσκειν,['καταγιγνώσκω']
καταγιεῖν,['καθαγίζω']
καταγιζομένου,['καθαγίζω']
καταγιζόμενον,['καθαγίζω']
καταγνωσθῇ,['καταγιγνώσκω']
καταγνόντες,['καταγιγνώσκω']
καταγνώσεως,['κατάγνωσις']
καταγομένων,['κατάγω']
καταγόμενον,['κατάγω']
καταγόμων,['κατάγομος']
καταδέξαντες,"['  ', 'καταδέχομαι ']"
καταδήλους,['κατάδηλος']
καταδίκην,['καταδίκη']
καταδεέστερος,['καταδεής']
καταδεηθείη,['καταδέω']
καταδιαιτῆσαι,['καταδιαιτάω']
καταδιελέσθαι,['καταδιαιρέω']
καταδικάζεις,['καταδικάζω']
καταδουλωσόμενον,['καταδουλόω']
καταδοχθεὶς,['καταδοκέω']
καταδραμὼν,['κατατρέχω']
καταδύσαντι,['καταδύω']
καταδύσης,['καταδύω']
καταθέσθαι,['κατατίθημι']
καταθέων,['κατάθεος']
καταθήσεσθαι,['κατατίθημι']
καταθήσω,['κατατίθημι']
καταθαρρῆσαι,['καταθαρσέω']
καταθεωμένοις,['καταθεάομαι']
καταθορὼν,['καταθρῴσκω']
καταθύσειν,['καταθύω']
καταινέουσι,['καταινέω']
καταιρέειν,['καθαιρέω']
καταιρήσειν,['καθαιρέω']
καταιρεθεῖσα,['καθαιρέω']
καταισχύνει,['καταισχύνω']
κατακαέντα,"['  ', 'κατακαίω']"
κατακαίνειν,['κατακαίνω']
κατακαίνουσιν,['κατακαίνω']
κατακανόντες,['κατακαίνω']
κατακανών,['κατακαίνω']
κατακανὼν,['κατακαίνω']
κατακείμενον,['κατάκειμαι']
κατακειμένη,['κατάκειμαι']
κατακειράμενοι,['κατακείρω']
κατακεκαλυμμένα,['κατακαλύπτω']
κατακεκαλυμμένην,['κατακαλύπτω']
κατακεχωσμένα,['καταχώννυμι']
κατακηρώσαντες,['κατακηρόω']
κατακλάσαντες,['κατακλάω']
κατακλίνας,"['  ', 'κατακλίνω']"
κατακλεισάμενος,['κατακλείω']
κατακληίσαντες,['κατακλείω']
κατακλιθεὶς,['κατακλίνω']
κατακλινέντας,['κατακλίνω']
κατακοιμηθέντες,['κατακοιμάω']
κατακούειν,['κατακούω']
κατακρύπτει,['κατακρύπτω']
κατακρύψαι,['κατακρύπτω']
κατακόρως,['κατάκορος']
κατακόψαι,['κατακόπτω']
κατακόψαντας,['κατακόπτω']
κατακόψας,['κατακόπτω']
καταλέλοιπεν,['καταλείπω']
καταλέξας,['καταλέγω']
καταλέξει,"['  ', 'καταλέγω']"
καταλήψεως,['κατάληψις']
καταλήψοιτο,['καταλαμβάνω']
καταλίπωσι,['καταλείπω']
καταλίπῃ,['καταλείπω']
καταλαβεῖν,['καταλαμβάνω']
καταλαβόμενοι,['καταλαμβάνω']
καταλαβόντας,['καταλαμβάνω']
καταλαβών,['καταλαμβάνω']
καταλαβὼν,['καταλαμβάνω']
καταλαμβάνειν,['καταλαμβάνω']
καταλαμβάνομεν,['καταλαμβάνω']
καταλαμβάνω,['καταλαμβάνω']
καταλείπει,['καταλείπω']
καταλείπειν,['καταλείπω']
καταλείπεις,['καταλείπω']
καταλείπεσθαι,['καταλείπω']
καταλείπεταί,['καταλείπω']
καταλείπεται,['καταλείπω']
καταλείπηται,['καταλείπω']
καταλείποιτο,['καταλείπω']
καταλείπουσι,['καταλείπω']
καταλείπω,['καταλείπω']
καταλείψας,"['καταλείβω', 'καταλείπω']"
καταλείψειν,['καταλείπω']
καταλείψουσιν,"['καταλείβω', 'καταλείπω']"
καταλείψω,['καταλείπω']
καταλειπομένη,['καταλείπω']
καταλειπομένην,['καταλείπω']
καταλειπομένης,['καταλείπω']
καταλειπομένου,['καταλείπω']
καταλειπομένους,"['  ', 'καταλείπω']"
καταλειπομένων,['καταλείπω']
καταλειπόμενον,['καταλείπω']
καταλειπόμενος,['καταλείπω']
καταλειπόντων,['καταλείπω']
καταλειφθέντες,['καταλείπω']
καταλειφθέντων,['καταλείπω']
καταλειφθεῖσι,['καταλείπω']
καταλειφθεῖσιν,['καταλείπω']
καταλειφθεῖσ᾽,['καταλείπω']
καταλειφθὲν,['καταλείπω']
καταλειφθῆναι,['καταλείπω']
καταλελειμμένα,['καταλείπω']
καταλελειμμένην,['καταλείπω']
καταλελοίπεσαν,['καταλείπω']
καταλελοίποιεν,['καταλείπω']
καταλελοιπέναι,['καταλείπω']
καταλελυκυίας,['καταλύω']
καταλευσθέντες,['καταλεύω']
καταλεύσαιεν,['καταλεύω']
καταλιπεῖν,['καταλείπω']
καταλιποῦσα,['καταλείπω']
καταλιπόντα,['καταλείπω']
καταλιπόντας,['καταλείπω']
καταλιπόντες,['καταλείπω']
καταλιπόντι,['καταλείπω']
καταλιπόντος,['καταλείπω']
καταλιπόντων,['καταλείπω']
καταλιπών,['καταλείπω']
καταλιπὸν,['καταλείπω']
καταλιπὼν,['καταλείπω']
καταλλάττονται,['καταλλάσσω']
καταλλαγὴ,['καταλλαγή']
καταλυθῆναι,['καταλύω']
καταλύειν,['καταλύω']
καταλύηται,['καταλύω ']
καταλύσει,"['κατάλυσις', 'καταλύω']"
καταλύσειν,['καταλύω']
καταλύσων,['καταλύω']
καταλῦσαι,['καταλύω']
καταμέλλων,['καταμέλλω']
καταμένειν,['καταμένω']
καταμαθεῖν,['καταμανθάνω']
καταμαντευόμενοι,['καταμαντεύομαι']
καταμεθύσαντες,['καταμεθύσκω']
καταμεμαρτυρηκότα,['καταμαρτυρέω']
καταμεμαρτυρηκότας,['καταμαρτυρέω']
καταμεμαρτυρηκότ’,['καταμαρτυρέω']
καταμεμειγμένα,['καταμίγνυμι']
καταμιγνύναι,['καταμίγνυμι']
κατανέγνων,['καταναγιγνώσκω']
κατανεῖμαι,['κατανέμω']
κατανοεῖν,['κατανοέω']
κατανομιστεύσας,['κατανομιστεύω']
καταντίον,['καταντίον']
καταντίπεραν,['καταντιπέρας']
καταντικρὺ,['καταντικρύ']
καταπαγέντος,['καταπήγνυμι']
καταπαῦσαι,['καταπαύω']
καταπειράζειν,['καταπειράζω']
καταπεπολεμηκὼς,['καταπολεμέω']
καταπεφρόνηκεν,['καταφρονέω']
καταπιοῦνται,['καταπίνω']
καταπλέοντες,['καταπλέω']
καταπλήξεως,['κατάπληξις']
καταπλαγέντας,['καταπλήσσω']
καταπλαγέντες,['καταπλήσσω']
καταπλαγέντος,['καταπλήσσω']
καταπλαγείς,['καταπλήσσω']
καταπλαγεὶς,['καταπλήσσω']
καταπλαγεῖς,['καταπλαγής']
καταπλαγεῖσα,['καταπλήσσω']
καταπλαγεῖσαι,['καταπλήσσω']
καταπλαγὲν,['καταπλήσσω']
καταπλαγὴς,['καταπλαγής']
καταπλεύσαντες,['καταπλέω']
καταπλεύσας,['καταπλέω']
καταπληκτικῶς,['καταπληκτικός']
καταπληξάμενοι,['καταπλήσσω']
καταπλώσαντες,['καταπλέω']
καταπολεμηθεῖσι,['καταπολεμέω']
καταπορνεύει,['καταπορνεύω']
καταπρῆσαι,['καταπίμπρημι']
καταπόνους,['κατάπονος']
καταρκέει,['καταρκέω']
καταρξάμενος,['κατάρχω']
καταρράττει,['καταρράσσω']
καταρραγέντων,['καταρρήγνυμι']
καταρραγῆναι,['καταρρήγνυμι']
καταρριφθὲν,['καταρρίπτω']
καταρρωδήσαντες,['κατορρωδέω']
καταρρωδήσας,['κατορρωδέω']
καταρχομένη,['κατάρχω']
καταρχομένων,['κατάρχω']
καταρῶν,['κατάρα']
κατασήπεται,['κατασήπω']
κατασήπουσι,['κατασήπω']
κατασβέσας,['κατασβέννυμι']
κατασεισθῆναί,['κατασείω']
κατασεσημασμένας,['κατασημαίνομαι']
κατασημηναμένους,['κατασημαίνομαι']
κατασιτέονται,['κατασιτέομαι']
κατασκαφὴν,['κατασκαφή']
κατασκαφῆναι,['κατασκάπτω']
κατασκεδάσας,['κατασκεδάννυμι']
κατασκευάζειν,['κατασκευάζω']
κατασκευάμενοι,['κατασκευάζω']
κατασκευάσαντος,['κατασκευάζω']
κατασκευήν,['κατασκευή']
κατασκευασάμενος,['κατασκευάζω']
κατασκευασθῆναι,['κατασκευάζω']
κατασκευαστέον,['κατασκευαστέος']
κατασκευαστή,['κατασκευαστός']
κατασκευαστὴ,['κατασκευαστός']
κατασκευὴν,['κατασκευή']
κατασκευῆς,['κατασκευή']
κατασκεψάμενοι,['κατασκέπτομαι']
κατασκεψομένους,['κατασκέπτομαι']
κατασκεψόμενοι,['κατασκέπτομαι']
κατασκεψόμενόν,['κατασκέπτομαι']
κατασκεύασαι,['κατασκευάζω']
κατασκηψάντων,['κατασκήπτω']
κατασκῆψαι,['κατασκήπτω']
κατασπάσαντες,['κατασπάω']
κατασπασάμενος,"['κατασπάζομαι', 'κατασπάω']"
κατασπείρας,['κατασπείρω']
καταστάς,['καθίστημι']
καταστήσαντα,['καθίστημι']
καταστήσαντες,['καθίστημι']
καταστήσας,['καθίστημι']
καταστήσασθαι,['καθίστημι']
καταστήσεις,['καθίστημι']
καταστήσεται,['καθίστημι']
κατασταίη,['καθίστημι']
κατασταθέντες,['καθίστημι']
κατασταθέντων,['καθίστημι']
καταστατέον,['καταστατέος']
καταστησάμενος,['καθίστημι']
καταστρέφεσθαι,['καταστρέφω']
καταστρέψεται,['καταστρέφω']
καταστρατοπεδεύσας,['καταστρατοπεδεύω']
καταστραφέντων,['καταστρέφω']
καταστρεφομένη,['καταστρέφω']
καταστρεφόμενος,['καταστρέφω']
καταστρεψάμενος,['καταστρέφω']
καταστροφὴ,['καταστροφή']
καταστροφὴν,['καταστροφή']
καταστρωμάτων,['κατάστρωμα']
καταστὰς,['καθίστημι']
καταστῆναι,['καθίστημι']
καταστῆσαι,['καθίστημι']
καταστῇ,['καθίστημι']
καταστῶσιν,['καθίστημι']
κατασφραγισάμενος,['κατασφραγίζω']
κατασχεῖν,['κατέχω']
κατασχοῦσα,['κατέχω']
κατασχοῦσαν,['κατέχω']
κατασχόντα,['κατέχω']
κατασχόντες,['κατέχω']
κατασχόντων,['κατέχω']
κατατέτμηται,['κατατέμνω']
κατατίθεσθαι,['κατατίθημι']
καταταχεῖν,['καταταχέω']
καταταχῆσαι,['καταταχέω']
κατατεθαρρηκότως,['κατατεθαρρηκότως']
κατατετρωμένον,['κατατιτρώσκω']
κατατρέχοντα,['κατατρέχω']
κατατρώσομεν,['κατατιτρώσκω']
καταφαίνεται,['καταφαίνω']
καταφαγεῖν,['κατεσθίω']
καταφανὴς,['καταφανής']
καταφανῆ,['καταφανής']
καταφερῆ,['καταφερής']
καταφεύγειν,['καταφεύγω']
καταφρονήσας,['καταφρονέω']
καταφρονεῖν,['καταφρονέω']
καταφρονητικῶς,['καταφρονητικός']
καταφρονοῦμεν,['καταφρονέω']
καταφρονοῦντας,['καταφρονέω']
καταφυγόντες,['καταφεύγω']
καταφυγών,['καταφεύγω']
καταχεάμενος,['καταχέω']
καταχεομένους,['καταχέω']
καταχθέντα,['κατάγω']
καταχθῆναι,['κατάγω']
καταχρήσασθέ,['καταχράω']
καταχρήσασθαι,['καταχράω']
καταχρήσεσθαι,['καταχράω']
καταχρᾷ,['καταχράω']
καταχρῆται,['καταχράω']
καταχωρίσαντος,['καταχωρίζω']
καταψήσαντες,['καταψάω']
καταψήσας,['καταψάω']
καταψηφίσασθε,['καταψηφίζομαι']
καταψηφίσασθ᾽,['καταψηφίζομαι']
καταψηφίσεως,['καταψήφισις']
καταψηφίσησθε,['καταψηφίζομαι']
κατείβων,['κατείβω']
κατείποι,['καταλέγω']
κατείρηκεν,['καταλέγω']
κατείχετο,"['  ', 'κατέχω']"
κατείχοντο,"['  ', 'κατέχω']"
κατεβρώθησαν,['καταβιβρώσκω']
κατεγίνωσκον,['καταγιγνώσκω']
κατεγγυηθῆναι,['κατεγγυάω']
κατεγνώσθη,['καταγιγνώσκω']
κατεγοήτευε,['καταγοητεύω']
κατεγχλιδώσης,['κατεγχλιδάω']
κατεδάκρυσεν,['καταδακρύω']
κατεδήδοκε,['κατεσθίω']
κατεδήδοκεν,['κατεσθίω']
κατεδεδραμήκεσαν,['κατατρέχω']
κατεδηδοκέναι,['κατεσθίω']
κατεδηδοκότα,['κατεσθίω']
κατεδηδοκότας,['κατεσθίω']
κατεδιῄτα,['καταδιαιτάω']
κατεδούλωσε,['καταδουλόω']
κατεδόκεε,['καταδοκέω']
κατειλήθησαν,"['  ', 'κατειλέω']"
κατειλήφεσαν,['καταλαμβάνω']
κατειληθέντες,['κατειλέω']
κατειλημμένην,['καταλαμβάνω']
κατειλημμένων,['καταλαμβάνω']
κατειληφότες,['καταλαμβάνω']
κατειπεῖν,['καταλέγω']
κατειποῦσαν,['καταλέγω']
κατειπὼν,['καταλέγω']
κατειργμένοι,['κατέργω']
κατειργόμενοι,['κατέργω']
κατεκέντησαν,['κατακεντέω']
κατεκήλει,['κατακηλέω']
κατεκαίετο,"['  ', 'κατακαίω']"
κατεκαύθη,['κατακαίω']
κατεκερτόμεε,['κατακερτομέω']
κατεκληρούχησαν,['κατακληρουχέω']
κατεκληρούχησε,['κατακληρουχέω']
κατεκράτουν,['κατακρατέω']
κατελέλειπτο,['καταλείπω']
κατελέχθησαν,['καταλέγω']
κατελίπομεν,['καταλείπω']
κατελείπομεν,['καταλείπω']
κατελελοίπει,['καταλείπω']
κατελεῖν,['καθαιρέω']
κατελθὼν,['κατέρχομαι']
κατελύθησαν,['καταλύω']
κατεμίγνυε,['καταμίγνυμι']
κατεμίγνυσαν,['καταμίγνυμι']
κατενέγκας,['καταφέρω']
κατενίσατο,['κατανίζω']
κατενηνεγμέναι,['καταφέρω']
κατεπαγγέλλεται,['κατεπαγγέλλομαι']
κατεπαύσθη,['καταπαύω']
κατεπείγοντα,['κατεπείγω']
κατεπείραζε,['καταπειράζω']
κατεπειγούσας,['κατεπείγω']
κατεπειγόντων,['κατεπείγω']
κατεπεῖγον,['κατεπείγω']
κατεπλάγη,['καταπλήσσω']
κατεπλάγησαν,['καταπλήσσω']
κατεπολιτεύσατο,['καταπολιτεύομαι']
κατεπράξαμεν,['καταπράσσω']
κατεπραΰνοντο,['καταπραύνω']
κατεπύκνου,['καταπυκνόω']
κατεργάσασθαι,['κατεργάζομαι']
κατεργασάμενος,['κατεργάζομαι']
κατεργασθεὶς,['κατεργάζομαι']
κατεργασμένου,['κατεργάζομαι']
κατεργασμένων,['κατεργάζομαι']
κατερρᾳθυμημένα,['καταρρᾳθυμέω']
κατερὸν,['καρτερός']
κατεσημήνατο,['κατασημαίνομαι']
κατεσθίουσι,['κατεσθίω']
κατεσκάψαμεν,['κατασκάπτω']
κατεσκευάσατο,['κατασκευάζω']
κατεσκευασμένα,['κατασκευάζω']
κατεσκευασμένη,['κατασκευάζω']
κατεστήκεε,['καθίστημι']
κατεστήσαμεν,['καθίστημι']
κατεστήσαντο,['καθίστημι']
κατεστήσατο,['καθίστημι']
κατεστεῶσι,['καθίστημι']
κατεστεῶτα,"['  ', 'καθίστημι']"
κατεστράφατο,['καταστρέφω']
κατεστράφθησαν,['καταστρέφω']
κατεστρέφετο,['καταστρέφω']
κατεστρέψατο,['καταστρέφω']
κατεστραμμένα,['καταστρέφω']
κατεστραμμένας,"['  ', 'καταστρέφω']"
κατεστραμμένον,['καταστρέφω']
κατεστραμμένου,['καταστρέφω']
κατεστραμμένων,"['  ', 'καταστρέφω']"
κατεστᾶσι,['καθίστημι']
κατεσχόλαζε,['κατασχολάζω']
κατετρώθησαν,['κατατιτρώσκω']
κατετόλμων,['κατατολμάω']
κατευωχέονται,"[' ', 'κατευωχέομαι']"
κατεφρόνησεν,['καταφρονέω']
κατεφόνευσαν,['καταφονεύω']
κατεχορήγησε,['καταχορηγέω']
κατεχρήσαο,['καταχράω']
κατεχρήσατο,['καταχράω']
κατεχρησάμην,['καταχράω']
κατεχρῶ,['καταχράω']
κατεχόμενόν,['κατέχω']
κατεχόντων,['κατέχω']
κατεψεύδου,['καταψεύδω']
κατεψεύσατό,['καταψεύδω']
κατεψηφίσαντο,['καταψηφίζομαι']
κατεψηφισάμεθα,['καταψηφίζομαι']
κατεύχεται,['κατεύχομαι']
κατεῖδε,['καθοράω']
κατεῖπε,['καταλέγω ']
κατεῖπεν,['καταλέγω']
κατεῖπον,['καταλέγω']
κατεῖχον,['κατέχω']
κατηγγυήθη,['κατεγγυάω']
κατηγγύησεν,['κατεγγυάω']
κατηγορέω,['κατηγορέω']
κατηγορήθη,['κατηγορέω']
κατηγορήσαντος,['κατηγορέω']
κατηγορεῖ,['κατηγορέω']
κατηγορεῖν,['κατηγορέω']
κατηγορημένα,['κατηγορέω']
κατηγορημένων,['κατηγορέω']
κατηγορημέν᾽,['κατηγορέω']
κατηγοροῦντας,['κατηγορέω']
κατηγοροῦσι,['κατηγορέω']
κατηγοροῦσιν,['κατηγορέω']
κατηγορῆσαι,['κατηγορέω']
κατηγόρει,['κατηγορέω']
κατηγόρεις,['κατηγορέω']
κατηγόρησεν,['κατηγορέω']
κατηγόρων,['κατήγορος']
κατηθύμησε,['καταθυμέω']
κατηκοντισμένον,['κατακοντίζω']
κατηκόντων,['καθήκω']
κατηλόγησε,['κατηλογέω']
κατηλόων,['καταλοάω']
κατηνέχθη,['καταφέρω']
κατηνέχθημεν,['καταφέρω']
κατηντηκότες,['καταντάω']
κατηντιβόλει,['καταντιβολέω']
κατηντιβόλουν,['καταντιβολέω']
κατηξιοῦτε,['καταξιόω']
κατηρεφές,['κατηρεφής']
κατηριθμοῦντο,['καταριθμέω']
κατηστερίσθαι,['καταστερίζω']
κατιέναι,['κάτειμι']
κατιδεῖν,['καθοράω']
κατιδοῦσα,['καθοράω']
κατιδόντας,['καθοράω']
κατιδόντες,['καθοράω']
κατιδὼν,['καθοράω']
κατιρώσας,['καθιερόω']
κατιρῶσαι,['καθιερόω']
κατιόντα,['κάτειμι']
κατιόντες,['κάτειμι']
κατιόντος,['κάτειμι']
κατοίκηνται,['κατοικέω']
κατοικοφθόρησε,['κατοικοφθορέω']
κατοικοῦντας,['κατοικέω']
κατοικοῦσι,['κατοικέω']
κατοικτίρων,['κατοικτείρω']
κατοικτείρει,['κατοικτείρω']
κατοικῆσαι,['κατοικέω']
κατοικῆσθαι,['κατοικέω']
κατολοφυράμενος,['κατολοφύρομαι']
κατοπτεύων,['κατοπτεύω']
κατοπτεῦσαι,['κατοπτεύω']
κατορθοῦν,['κατορθόω']
κατορθοῦσθαι,['κατορθόω']
κατορθωμάτων,"['  ', 'κατόρθωμα']"
κατορθώμασι,['κατόρθωμα']
κατορθώσεως,['κατόρθωσις']
κατορύττεσθαι,['κατορύσσω']
κατορύττουσι,['κατορύσσω']
κατοψόμενος,['καθοράω']
κατυβρίσας,['καθυβρίζω']
κατυπέρτεροι,['καθυπέρτερος']
κατυπερτέρους,['καθυπέρτερος']
κατωψοφάγητο,['κατοψοφαγέω']
κατύπερθε,['καθύπερθε']
κατώρθωσε,['κατορθόω']
κατώρθωσεν,['κατορθόω']
κατώφθησαν,['καθοράω']
κατὰ,"['  ', 'κατά']"
κατ᾽,['κατά']
κατῄει,['κάτειμι']
κατῄεσαν,['κάτειμι']
κατῆραν,['καταίρω']
κατῆρεν,['καταίρω']
κατῆστο,['κάθημαι']
κατῇσαν,['κάτειμι']
κατῶσεν,['κατωθέω']
κατ’,['κατά']
καχέκτας,['καχέκτης']
καὐτόν,['καί αὐτός']
καὶ,['καί']
κε,"['κε', 'ἄν']"
κείμενα,['κεῖμαι']
κείμενοι,['κεῖμαι']
κείμενον,['κεῖμαι']
κείμενος,['κεῖμαι']
κείνη,['ἐκεῖνος']
κείνως,['ἐκεῖνος']
κείνῳ,['ἐκεῖνος']
κείροντες,['κείρω']
κεδρίνης,['κέδρινος']
κειμένα,['κεῖμαι']
κειμένην,['κεῖμαι']
κειμένον,['κεῖμαι']
κειμένος,['κεῖμαι']
κειμένου,['κεῖμαι']
κειμένους,['κεῖμαι']
κειμένων,['κεῖμαι']
κειμηλίων,['κειμήλιος']
κεινῇσι,['κενός']
κειρίαις,['κειρία']
κεκαδδίσθαι,['καδδίζω']
κεκακωμένην,['κακόω']
κεκακωμένων,"['  ', 'κακόω']"
κεκαλλιεπημένους,['καλλιεπέομαι']
κεκαρμένους,['κείρω']
κεκαρπῶσθαι,['καρπόω']
κεκελευκότες,['κελεύω']
κεκεύθῃ,['κεύθω']
κεκλειμένας,['κλείω']
κεκλεισμένων,['κλείω']
κεκλοφὼς,['κλέπτω']
κεκλῆσθαι,['καλέω']
κεκμηκότας,['κάμνω']
κεκοσμημένον,"['  ', 'κοσμέω']"
κεκουφίσθαι,['κουφίζω']
κεκραγέναι,['κράζω']
κεκραγότας,['κράζω']
κεκραγώς,['κράζω']
κεκραμένους,['κεράννυμι']
κεκρατημένων,['κρατέω']
κεκτη̂σθαι,['κτάομαι']
κεκτημένοι,['κτάομαι']
κεκτημένοις,['κτάομαι']
κεκτημένους,['κτάομαι']
κεκτησθαι,['κτάομαι']
κεκτῆσθαι,['κτάομαι']
κεκωλυκὼς,['κωλύω']
κεκωλύκασι,['κωλύω']
κεκόσμηται,['κοσμέω']
κελευσμοσύνης,['κελευσμοσύνη']
κελευόμενα,['κελεύω']
κελευόντων,['κελεύω']
κελεύε,['κελεύω']
κελεύει,"['  ', 'κελεύω']"
κελεύειν,['κελεύω']
κελεύεις,['κελεύω']
κελεύοντα,['κελεύω']
κελεύοντες,['κελεύω']
κελεύουσι,['κελεύω']
κελεύουσιν,['κελεύω']
κελεύσαντες,['κελεύω']
κελεύσαντος,"['  ', 'κελεύω']"
κελεύσας,['κελεύω']
κελεύσασι,"['  ', 'κελεύω']"
κελεύω,['κελεύω']
κελεύων,['κελεύω']
κελεύῃ,['κελεύω']
κελεῦσαι,['κελεύω']
κενεμβατοῦν,['κενεμβατέω']
κενεώτερον,['κενός']
κενοὶ,['κενός']
κεντούμενος,['κεντέω']
κεράσας,['κεράννυμι']
κεραΐζεις,['κεραίζω']
κεραμεᾶ,['κεραμεοῦς']
κεραυνίῳ,['κεραύνιος']
κεραυνοφόρον,['κεραυνοφόρος']
κερδανέεις,['κερδαίνω']
κερκίδος,['κερκίς']
κερκιδοποιικὴ,['κερκιδοποιική']
κεφάλαιον,['κεφάλαιος']
κεφάλαιόν,['κεφάλαιος']
κεφαλήν,['κεφαλή']
κεφαλαίοις,['κεφάλαιος']
κεφαλαίων,['κεφάλαιος']
κεφαλαίῳ,['κεφάλαιος']
κεφαλαιωδῶς,['κεφαλαιώδης']
κεφαλαιώδεις,['κεφαλαιώδης']
κεφαλαὶ,['κεφαλή']
κεφαλὰς,"['  ', 'κεφαλή']"
κεφαλὴν,['κεφαλή']
κεφαλῆς,['κεφαλή']
κεχαρισμένα,['χαρίζω']
κεχειρικότων,['χειρίζω']
κεχρημένην,['χράω']
κεχρημένοι,['χράω']
κεχρημένον,['χράω']
κεχρημένος,['χράω']
κεχρημένου,['χράω']
κεχρημένους,['χράω']
κεχρημένων,['χράω']
κεχρημένῳ,['χράω']
κεχρῆσθαι,['χράω']
κεχυμένον,['χέω']
κεχωρίδαται,['χωρίζω']
κεχωρίσθαι,['χωρίζω']
κεχωρισμένοισι,['χωρίζω']
κεχώρηκε,['χωρέω']
κεχῶσθαι,['χόω']
κεῖθεν,['ἐκεῖθεν']
κεῖμενον,['κεῖμαι']
κεῖνη,['ἐκεῖνος']
κεῖνον,['ἐκεῖνος']
κεῖνται,['κεῖμαι']
κεῖνόν,['ἐκεῖνος']
κεῖσθαι,['κεῖμαι']
κεῖται,"['  ', 'κεῖμαι']"
κηδείαν,['κηδεία']
κηδεμονικώτερος,['κηδεμονικός']
κηδεμονικῶς,['κηδεμονικός']
κηδεύσειεν,['κηδεύω']
κηδόμενοι,['κήδω']
κηδόμενος,['κήδω']
κηλωνηίοισι,['κηλώνειον']
κημωθεὶς,['κημόω']
κηπίων,['κηπίον']
κηροχρῶτος,['κηρόχρως']
κιβδήλου,['κίβδηλος']
κιβδήλῳ,['κίβδηλος']
κιθαρίζειν,['κιθαρίζω']
κιθαρῳδὸν,['κιθαρῳδός']
κιθῶνάς,['χιτών']
κιθῶνα,"['  ', 'χιτών']"
κιθῶνας,['χιτών']
κιθῶνι,"['  ', 'χιτών']"
κινέειν,['κινέω']
κινήσει,['κίνησις']
κιναιδίας,['κιναιδία']
κινδυνεύει,['κινδυνεύω']
κινδυνεύειν,['κινδυνεύω']
κινδυνεύματος,['κινδύνευμα']
κινδυνεύοντα,"['  ', 'κινδυνεύω']"
κινδυνεύουσί,['κινδυνεύω']
κινδυνεύσει,['κινδυνεύω']
κινδυνεύσωμεν,['κινδυνεύω']
κινδυνεύῃ,['κινδυνεύω']
κινδυνῶδες,['κινδυνώδης']
κινδύνοις,['κίνδυνος']
κινδύνους,"['  ', 'κίνδυνος']"
κινδύνων,['κίνδυνος']
κινηδυνεύουσί,['κινδυνεύω']
κινητέοι,['κινητέος']
κιττοφόρος,['κισσοφόρος']
κιττοῦ,['κισσός']
κλέπτειν,['κλέπτω']
κλέπτοιεν,['κλέπτω']
κλήρους,['κλῆρος']
κλήρῳ,['κλῆρος']
κλίμα,['κλίμα']
κλίμακας,['κλῖμαξ']
κλίμακες,['κλῖμαξ']
κλίμακος,['κλῖμαξ']
κλίματι,['κλίμα']
κλίματος,['κλίμα']
κλίνας,['κλίνη']
κλίνῃ,['κλίνη']
κλαίων,['κλαίω']
κλασαυχενεύεταί,['κλασαυχενεύομαι']
κλαυθμὸν,"['  ', 'κλαυθμός']"
κλαυθμῷ,"['  ', 'κλαυθμός']"
κλαύσοιτο,['κλαίω']
κλείεται,['κλείω']
κλείσαιτε,['κλείω']
κλειέτωσαν,['κλείω']
κλεινὸς,['κλεινός']
κλεισίῳ,['κλεισίον']
κλεισθείσης,['κλείω']
κλεισιάδας,['κλεισιάς']
κλεπτιστάτους,['κλεπτίστατος']
κλεπτόμενα,['κλέπτω']
κληθέντας,['καλέω']
κληθεὶς,['καλέω']
κληθῆναι,['καλέω']
κληρονομεῖ,['κληρονομέω']
κληρονόμῳ,['κληρονόμος']
κληρούχους,['κληροῦχος']
κληρούχων,['κληροῦχος']
κληρωτὴν,"['κληρωτής', 'κληρωτός']"
κλιθέντες,['κλίνω']
κλιμάκων,['κλῖμαξ']
κλιντῆρες,['κλιντήρ']
κλισιάδων,['κλισιάδες']
κλοιῷ,['κλοιός']
κλᾶον,['κλαίω']
κλῃδὼν,['κλῃδών']
κλῃζόμενον,['κλῄζω']
κλῄειν,['κλείω']
κλῆροι,['κλῆρος']
κλῆρος,['κλῆρος']
κλῶπες,['κλώψ']
κνήμην,['κνήμη']
κνήμης,['κνήμη']
κνησθῆναί,['κνάω']
κνυζούμενα,['κνυζέομαι']
κοίη,['ποῖος']
κοίλην,['κοῖλος']
κοίλης,['κοῖλος']
